data downloaded april 25, from https://delphi.cmu.edu/covidcast/indicator/?date=20210419&sensor=fb-survey-smoothed_hh_cmnty_cli and https://delphi.cmu.edu/covidcast/; download from menu covidcast -> explore an indicator; this file is the indicator COVID-Like Symptoms (the value column... and is per 100 individuals ),,,,,,,,
geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
id,smoothed_cli,4/11/2021,4/16/2021,5,0.7571588,0.1835629,1697.8336,state,fb-survey
il,smoothed_cli,4/11/2021,4/16/2021,5,0.7511681,0.0785719,9823.9999,state,fb-survey
in,smoothed_cli,4/11/2021,4/16/2021,5,0.762571,0.1079649,5383.0054,state,fb-survey
ks,smoothed_cli,4/11/2021,4/16/2021,5,0.6771593,0.1485582,2630.9137,state,fb-survey
ky,smoothed_cli,4/11/2021,4/16/2021,5,0.6709751,0.1142553,3559.1335,state,fb-survey
la,smoothed_cli,4/11/2021,4/16/2021,5,0.7632224,0.1378692,3293.1827,state,fb-survey
ma,smoothed_cli,4/11/2021,4/16/2021,5,0.5568401,0.1024668,4466.012,state,fb-survey
md,smoothed_cli,4/11/2021,4/16/2021,5,0.5678008,0.1058461,4007.9988,state,fb-survey
me,smoothed_cli,4/11/2021,4/16/2021,5,0.913043,0.2049048,1849.2234,state,fb-survey
mi,smoothed_cli,4/11/2021,4/16/2021,5,1.2081376,0.0874408,12452.0261,state,fb-survey
mn,smoothed_cli,4/11/2021,4/16/2021,5,0.8826324,0.1271378,4410.017,state,fb-survey
mo,smoothed_cli,4/11/2021,4/16/2021,5,0.7368942,0.1171285,4398.0297,state,fb-survey
ms,smoothed_cli,4/11/2021,4/16/2021,5,0.7410795,0.1755407,2111.1143,state,fb-survey
mt,smoothed_cli,4/11/2021,4/16/2021,5,0.6000127,0.1778645,1340.0232,state,fb-survey
nc,smoothed_cli,4/11/2021,4/16/2021,5,0.5132142,0.0722735,7341.009,state,fb-survey
nd,smoothed_cli,4/11/2021,4/16/2021,5,1.2543848,0.3593398,689.1865,state,fb-survey
ne,smoothed_cli,4/11/2021,4/16/2021,5,0.6059953,0.1580048,1752.6586,state,fb-survey
nh,smoothed_cli,4/11/2021,4/16/2021,5,0.7211464,0.1933407,1583.7766,state,fb-survey
nj,smoothed_cli,4/11/2021,4/16/2021,5,0.7625824,0.1042747,5827.9983,state,fb-survey
nm,smoothed_cli,4/11/2021,4/16/2021,5,0.5019364,0.1284061,2402.6892,state,fb-survey
nv,smoothed_cli,4/11/2021,4/16/2021,5,0.4701991,0.1545339,1914.0345,state,fb-survey
ny,smoothed_cli,4/11/2021,4/16/2021,5,0.6272564,0.0651076,11965.0007,state,fb-survey
oh,smoothed_cli,4/11/2021,4/16/2021,5,0.7386795,0.0760809,9885.9981,state,fb-survey
ok,smoothed_cli,4/11/2021,4/16/2021,5,0.8120229,0.1374941,3287.9251,state,fb-survey
or,smoothed_cli,4/11/2021,4/16/2021,5,0.595208,0.115851,3708.0471,state,fb-survey
pa,smoothed_cli,4/11/2021,4/16/2021,5,0.7560169,0.0740138,10621.0054,state,fb-survey
ri,smoothed_cli,4/11/2021,4/16/2021,5,0.7618134,0.2780461,946.988,state,fb-survey
sc,smoothed_cli,4/11/2021,4/16/2021,5,0.6970885,0.1096225,4699.0039,state,fb-survey
sd,smoothed_cli,4/11/2021,4/16/2021,5,1.2139309,0.3383605,847.1302,state,fb-survey
tn,smoothed_cli,4/11/2021,4/16/2021,5,1.2229898,0.1417547,4970.8592,state,fb-survey
tx,smoothed_cli,4/11/2021,4/16/2021,5,0.786493,0.0613796,16302.0224,state,fb-survey
ut,smoothed_cli,4/11/2021,4/16/2021,5,0.7005211,0.1480615,2273.4282,state,fb-survey
va,smoothed_cli,4/11/2021,4/16/2021,5,0.5465756,0.0818999,6877.7071,state,fb-survey
vt,smoothed_cli,4/11/2021,4/16/2021,5,0.488362,0.2160829,802.0008,state,fb-survey
wa,smoothed_cli,4/11/2021,4/16/2021,5,0.5510267,0.0803707,6421.9549,state,fb-survey
wi,smoothed_cli,4/11/2021,4/16/2021,5,0.603471,0.0964188,4899.9697,state,fb-survey
wv,smoothed_cli,4/11/2021,4/16/2021,5,0.8629514,0.1880554,2051.0569,state,fb-survey
wy,smoothed_cli,4/11/2021,4/16/2021,5,1.2593229,0.4315468,588.7183,state,fb-survey
ak,smoothed_cli,4/12/2021,4/17/2021,5,1.0466761,0.3535769,707,state,fb-survey
al,smoothed_cli,4/12/2021,4/17/2021,5,0.8216996,0.1353553,3416.0767,state,fb-survey
ar,smoothed_cli,4/12/2021,4/17/2021,5,0.7512674,0.1623817,2350.0643,state,fb-survey
az,smoothed_cli,4/12/2021,4/17/2021,5,0.6392653,0.1050377,4727.3428,state,fb-survey
ca,smoothed_cli,4/12/2021,4/17/2021,5,0.4491529,0.0421558,20701.4503,state,fb-survey
co,smoothed_cli,4/12/2021,4/17/2021,5,0.9431316,0.1232395,4671.8147,state,fb-survey
ct,smoothed_cli,4/12/2021,4/17/2021,5,0.4704225,0.1034601,3550,state,fb-survey
dc,smoothed_cli,4/12/2021,4/17/2021,5,0.5167959,0.385266,387,state,fb-survey
de,smoothed_cli,4/12/2021,4/17/2021,5,0.6917661,0.2112177,1089,state,fb-survey
fl,smoothed_cli,4/12/2021,4/17/2021,5,0.7312003,0.0594018,16214.9997,state,fb-survey
ga,smoothed_cli,4/12/2021,4/17/2021,5,0.6474203,0.0916433,5972.953,state,fb-survey
hi,smoothed_cli,4/12/2021,4/17/2021,5,0.1044932,0.0902733,957,state,fb-survey
ia,smoothed_cli,4/12/2021,4/17/2021,5,0.6590319,0.1225218,3388.5506,state,fb-survey
id,smoothed_cli,4/12/2021,4/17/2021,5,0.5728577,0.1545029,1701.8336,state,fb-survey
il,smoothed_cli,4/12/2021,4/17/2021,5,0.795058,0.0812485,9919.9997,state,fb-survey
in,smoothed_cli,4/12/2021,4/17/2021,5,0.8768327,0.1157407,5415.0049,state,fb-survey
ks,smoothed_cli,4/12/2021,4/17/2021,5,0.5633418,0.1316583,2589.9121,state,fb-survey
ky,smoothed_cli,4/12/2021,4/17/2021,5,0.5832512,0.1073649,3545.4482,state,fb-survey
la,smoothed_cli,4/12/2021,4/17/2021,5,0.794411,0.139595,3277.1821,state,fb-survey
ma,smoothed_cli,4/12/2021,4/17/2021,5,0.5170191,0.1005505,4416.014,state,fb-survey
md,smoothed_cli,4/12/2021,4/17/2021,5,0.5057505,0.098814,4022.9986,state,fb-survey
me,smoothed_cli,4/12/2021,4/17/2021,5,0.8391712,0.1951304,1852.2234,state,fb-survey
mi,smoothed_cli,4/12/2021,4/17/2021,5,1.1798288,0.0858836,12486.0437,state,fb-survey
mn,smoothed_cli,4/12/2021,4/17/2021,5,0.8461141,0.1271307,4358.0607,state,fb-survey
mo,smoothed_cli,4/12/2021,4/17/2021,5,0.7662308,0.1195639,4392.0394,state,fb-survey
ms,smoothed_cli,4/12/2021,4/17/2021,5,0.6650215,0.1686976,2087.6425,state,fb-survey
mt,smoothed_cli,4/12/2021,4/17/2021,5,0.7063671,0.1989574,1315.1305,state,fb-survey
nc,smoothed_cli,4/12/2021,4/17/2021,5,0.572053,0.0780777,7291.0086,state,fb-survey
nd,smoothed_cli,4/12/2021,4/17/2021,5,1.2817842,0.367427,713.2431,state,fb-survey
ne,smoothed_cli,4/12/2021,4/17/2021,5,0.6883555,0.1718629,1731.6514,state,fb-survey
nh,smoothed_cli,4/12/2021,4/17/2021,5,0.6845028,0.1861929,1585.7766,state,fb-survey
nj,smoothed_cli,4/12/2021,4/17/2021,5,0.7178281,0.1024128,5792.9978,state,fb-survey
nm,smoothed_cli,4/12/2021,4/17/2021,5,0.6826527,0.1509717,2386.6316,state,fb-survey
nv,smoothed_cli,4/12/2021,4/17/2021,5,0.4998173,0.1544948,1958.999,state,fb-survey
ny,smoothed_cli,4/12/2021,4/17/2021,5,0.5954675,0.0635266,11950.001,state,fb-survey
oh,smoothed_cli,4/12/2021,4/17/2021,5,0.7182755,0.0754445,9837.9989,state,fb-survey
ok,smoothed_cli,4/12/2021,4/17/2021,5,0.865126,0.1443021,3276.8674,state,fb-survey
or,smoothed_cli,4/12/2021,4/17/2021,5,0.5862407,0.1155721,3725.0463,state,fb-survey
pa,smoothed_cli,4/12/2021,4/17/2021,5,0.8796397,0.0810887,10556.0055,state,fb-survey
ri,smoothed_cli,4/12/2021,4/17/2021,5,0.7634272,0.2786318,944.986,state,fb-survey
sc,smoothed_cli,4/12/2021,4/17/2021,5,0.8008295,0.1187724,4724.0041,state,fb-survey
sd,smoothed_cli,4/12/2021,4/17/2021,5,1.2246124,0.3412471,839.0539,state,fb-survey
tn,smoothed_cli,4/12/2021,4/17/2021,5,1.1686263,0.1376803,5002.5457,state,fb-survey
tx,smoothed_cli,4/12/2021,4/17/2021,5,0.7412685,0.0598472,16287.0207,state,fb-survey
ut,smoothed_cli,4/12/2021,4/17/2021,5,0.6565484,0.1424543,2334.4258,state,fb-survey
va,smoothed_cli,4/12/2021,4/17/2021,5,0.4813298,0.0771249,6853.515,state,fb-survey
vt,smoothed_cli,4/12/2021,4/17/2021,5,0.555555,0.2506304,780.0008,state,fb-survey
wa,smoothed_cli,4/12/2021,4/17/2021,5,0.5790751,0.0834203,6392.9558,state,fb-survey
wi,smoothed_cli,4/12/2021,4/17/2021,5,0.7034745,0.1048311,4999.953,state,fb-survey
wv,smoothed_cli,4/12/2021,4/17/2021,5,0.9592323,0.1952461,2071.0568,state,fb-survey
wy,smoothed_cli,4/12/2021,4/17/2021,5,1.196696,0.4156129,568.7135,state,fb-survey
ak,smoothed_cli,4/13/2021,4/18/2021,5,0.8926081,0.320288,717,state,fb-survey
al,smoothed_cli,4/13/2021,4/18/2021,5,0.8783296,0.1432682,3443.0713,state,fb-survey
ar,smoothed_cli,4/13/2021,4/18/2021,5,0.7505087,0.1646707,2361.9912,state,fb-survey
az,smoothed_cli,4/13/2021,4/18/2021,5,0.5963693,0.1024472,4732.0075,state,fb-survey
ca,smoothed_cli,4/13/2021,4/18/2021,5,0.4411054,0.042066,20566.4376,state,fb-survey
co,smoothed_cli,4/13/2021,4/18/2021,5,0.9750973,0.1265027,4657.8444,state,fb-survey
ct,smoothed_cli,4/13/2021,4/18/2021,5,0.4166667,0.0960956,3578,state,fb-survey
dc,smoothed_cli,4/13/2021,4/18/2021,5,0.5128205,0.3823202,390,state,fb-survey
de,smoothed_cli,4/13/2021,4/18/2021,5,0.6119311,0.1938284,1084,state,fb-survey
fl,smoothed_cli,4/13/2021,4/18/2021,5,0.7009816,0.0582792,16247.9994,state,fb-survey
ga,smoothed_cli,4/13/2021,4/18/2021,5,0.6905707,0.0944856,5988.9482,state,fb-survey
hi,smoothed_cli,4/13/2021,4/18/2021,5,0.0526316,0.0742953,950,state,fb-survey
ia,smoothed_cli,4/13/2021,4/18/2021,5,0.737103,0.1278428,3420.5389,state,fb-survey
id,smoothed_cli,4/13/2021,4/18/2021,5,0.6387614,0.1709668,1708.8419,state,fb-survey
il,smoothed_cli,4/13/2021,4/18/2021,5,0.8121301,0.0815423,10130.9999,state,fb-survey
in,smoothed_cli,4/13/2021,4/18/2021,5,0.8627328,0.114519,5461.0054,state,fb-survey
ks,smoothed_cli,4/13/2021,4/18/2021,5,0.6199394,0.1363475,2573.9119,state,fb-survey
ky,smoothed_cli,4/13/2021,4/18/2021,5,0.5249095,0.1015796,3541.0685,state,fb-survey
la,smoothed_cli,4/13/2021,4/18/2021,5,0.8079634,0.1439908,3268.1825,state,fb-survey
ma,smoothed_cli,4/13/2021,4/18/2021,5,0.5445222,0.1046224,4435.0095,state,fb-survey
md,smoothed_cli,4/13/2021,4/18/2021,5,0.4968506,0.096479,4084.9982,state,fb-survey
me,smoothed_cli,4/13/2021,4/18/2021,5,0.6690989,0.1774951,1827.2234,state,fb-survey
mi,smoothed_cli,4/13/2021,4/18/2021,5,1.1717238,0.0850963,12664.0356,state,fb-survey
mn,smoothed_cli,4/13/2021,4/18/2021,5,0.815568,0.1241331,4365.1457,state,fb-survey
mo,smoothed_cli,4/13/2021,4/18/2021,5,0.7652255,0.1182995,4383.112,state,fb-survey
ms,smoothed_cli,4/13/2021,4/18/2021,5,0.6629874,0.1700008,2114.2946,state,fb-survey
mt,smoothed_cli,4/13/2021,4/18/2021,5,0.6315151,0.1891922,1273.3541,state,fb-survey
nc,smoothed_cli,4/13/2021,4/18/2021,5,0.5677401,0.0782023,7364.0085,state,fb-survey
nd,smoothed_cli,4/13/2021,4/18/2021,5,1.3165916,0.3712489,707.0089,state,fb-survey
ne,smoothed_cli,4/13/2021,4/18/2021,5,0.7707614,0.1868339,1740.9463,state,fb-survey
nh,smoothed_cli,4/13/2021,4/18/2021,5,0.7361245,0.1896381,1587.7766,state,fb-survey
nj,smoothed_cli,4/13/2021,4/18/2021,5,0.7585793,0.1066333,5627.9974,state,fb-survey
nm,smoothed_cli,4/13/2021,4/18/2021,5,0.7859652,0.1624248,2390.8544,state,fb-survey
nv,smoothed_cli,4/13/2021,4/18/2021,5,0.5632477,0.1606902,1992.0116,state,fb-survey
ny,smoothed_cli,4/13/2021,4/18/2021,5,0.5836933,0.0632801,11955.0002,state,fb-survey
oh,smoothed_cli,4/13/2021,4/18/2021,5,0.7087744,0.0741636,9855.9978,state,fb-survey
ok,smoothed_cli,4/13/2021,4/18/2021,5,0.8094592,0.1400869,3289.8677,state,fb-survey
or,smoothed_cli,4/13/2021,4/18/2021,5,0.57758,0.1127375,3761.0488,state,fb-survey
pa,smoothed_cli,4/13/2021,4/18/2021,5,0.8850409,0.0814241,10590.006,state,fb-survey
ri,smoothed_cli,4/13/2021,4/18/2021,5,0.6704745,0.2672582,901.9905,state,fb-survey
sc,smoothed_cli,4/13/2021,4/18/2021,5,0.7456767,0.1144232,4742.0041,state,fb-survey
sd,smoothed_cli,4/13/2021,4/18/2021,5,1.0380096,0.3110558,861.6905,state,fb-survey
tn,smoothed_cli,4/13/2021,4/18/2021,5,1.1443599,0.1346015,5095.9348,state,fb-survey
tx,smoothed_cli,4/13/2021,4/18/2021,5,0.7175572,0.0587382,16310.112,state,fb-survey
ut,smoothed_cli,4/13/2021,4/18/2021,5,0.5502499,0.1289543,2316.4035,state,fb-survey
va,smoothed_cli,4/13/2021,4/18/2021,5,0.5467449,0.0820229,6899.6471,state,fb-survey
vt,smoothed_cli,4/13/2021,4/18/2021,5,0.4809756,0.2202067,797.0012,state,fb-survey
wa,smoothed_cli,4/13/2021,4/18/2021,5,0.4875472,0.0769199,6341.9535,state,fb-survey
wi,smoothed_cli,4/13/2021,4/18/2021,5,0.6119217,0.0964014,5107.963,state,fb-survey
wv,smoothed_cli,4/13/2021,4/18/2021,5,1.062844,0.2079671,2057.2907,state,fb-survey
wy,smoothed_cli,4/13/2021,4/18/2021,5,1.5592555,0.485634,564.7257,state,fb-survey
ak,smoothed_cli,4/14/2021,4/19/2021,5,0.7814761,0.299816,691,state,fb-survey
al,smoothed_cli,4/14/2021,4/19/2021,5,0.7725341,0.134867,3409.079,state,fb-survey
ar,smoothed_cli,4/14/2021,4/19/2021,5,0.8279238,0.1706395,2351.2065,state,fb-survey
az,smoothed_cli,4/14/2021,4/19/2021,5,0.6357905,0.1055492,4700.721,state,fb-survey
ca,smoothed_cli,4/14/2021,4/19/2021,5,0.4839162,0.0445375,20229.4585,state,fb-survey
co,smoothed_cli,4/14/2021,4/19/2021,5,0.8932522,0.1207147,4649.8742,state,fb-survey
ct,smoothed_cli,4/14/2021,4/19/2021,5,0.4379953,0.101346,3575,state,fb-survey
dc,smoothed_cli,4/14/2021,4/19/2021,5,0.5390836,0.4017767,371,state,fb-survey
de,smoothed_cli,4/14/2021,4/19/2021,5,0.5806452,0.1912978,1085,state,fb-survey
fl,smoothed_cli,4/14/2021,4/19/2021,5,0.7124155,0.0587598,16300.9997,state,fb-survey
ga,smoothed_cli,4/14/2021,4/19/2021,5,0.7260656,0.0966639,6010.9298,state,fb-survey
hi,smoothed_cli,4/14/2021,4/19/2021,5,0.2897787,0.1681459,949,state,fb-survey
ia,smoothed_cli,4/14/2021,4/19/2021,5,0.801725,0.134634,3427.397,state,fb-survey
id,smoothed_cli,4/14/2021,4/19/2021,5,0.6417851,0.1728845,1700.841,state,fb-survey
il,smoothed_cli,4/14/2021,4/19/2021,5,0.750333,0.0770836,10209.0007,state,fb-survey
in,smoothed_cli,4/14/2021,4/19/2021,5,0.9403927,0.1200035,5491.0048,state,fb-survey
ks,smoothed_cli,4/14/2021,4/19/2021,5,0.5386259,0.1245776,2636.7688,state,fb-survey
ky,smoothed_cli,4/14/2021,4/19/2021,5,0.5034211,0.1000069,3516.7438,state,fb-survey
la,smoothed_cli,4/14/2021,4/19/2021,5,0.8714553,0.1490813,3272.998,state,fb-survey
ma,smoothed_cli,4/14/2021,4/19/2021,5,0.5118685,0.1011355,4396.0105,state,fb-survey
md,smoothed_cli,4/14/2021,4/19/2021,5,0.5575042,0.1008085,4088.9981,state,fb-survey
me,smoothed_cli,4/14/2021,4/19/2021,5,0.5548938,0.1632441,1779.2234,state,fb-survey
mi,smoothed_cli,4/14/2021,4/19/2021,5,1.2004731,0.0860616,12812.0513,state,fb-survey
mn,smoothed_cli,4/14/2021,4/19/2021,5,0.9156877,0.1360674,4318.0176,state,fb-survey
mo,smoothed_cli,4/14/2021,4/19/2021,5,0.7404261,0.1175442,4338.0598,state,fb-survey
ms,smoothed_cli,4/14/2021,4/19/2021,5,0.9499495,0.2042967,2133.3054,state,fb-survey
mt,smoothed_cli,4/14/2021,4/19/2021,5,0.7116408,0.2077204,1249.3706,state,fb-survey
nc,smoothed_cli,4/14/2021,4/19/2021,5,0.568501,0.0785328,7391.0083,state,fb-survey
nd,smoothed_cli,4/14/2021,4/19/2021,5,1.51875,0.4127765,678.5974,state,fb-survey
ne,smoothed_cli,4/14/2021,4/19/2021,5,0.8469099,0.1978944,1753.8767,state,fb-survey
nh,smoothed_cli,4/14/2021,4/19/2021,5,0.8870253,0.2092572,1610.7766,state,fb-survey
nj,smoothed_cli,4/14/2021,4/19/2021,5,0.6699057,0.0981418,5541.9976,state,fb-survey
nm,smoothed_cli,4/14/2021,4/19/2021,5,0.7426573,0.1572364,2373.3013,state,fb-survey
nv,smoothed_cli,4/14/2021,4/19/2021,5,0.5755455,0.1610542,1970.1373,state,fb-survey
ny,smoothed_cli,4/14/2021,4/19/2021,5,0.5979608,0.064703,11897.9996,state,fb-survey
oh,smoothed_cli,4/14/2021,4/19/2021,5,0.7645539,0.0778584,9808.9976,state,fb-survey
ok,smoothed_cli,4/14/2021,4/19/2021,5,0.7559581,0.1359642,3335.2255,state,fb-survey
or,smoothed_cli,4/14/2021,4/19/2021,5,0.5515244,0.1128335,3666.9029,state,fb-survey
pa,smoothed_cli,4/14/2021,4/19/2021,5,0.9234425,0.0834781,10536.0054,state,fb-survey
ri,smoothed_cli,4/14/2021,4/19/2021,5,0.5893251,0.2546761,904.9895,state,fb-survey
sc,smoothed_cli,4/14/2021,4/19/2021,5,0.6920381,0.1100264,4745.0035,state,fb-survey
sd,smoothed_cli,4/14/2021,4/19/2021,5,1.1509489,0.3283789,872.4457,state,fb-survey
tn,smoothed_cli,4/14/2021,4/19/2021,5,1.1184937,0.1338383,5144.2583,state,fb-survey
tx,smoothed_cli,4/14/2021,4/19/2021,5,0.7767765,0.060985,16149.8921,state,fb-survey
ut,smoothed_cli,4/14/2021,4/19/2021,5,0.5500402,0.1317507,2285.2038,state,fb-survey
va,smoothed_cli,4/14/2021,4/19/2021,5,0.5662723,0.0852817,6852.9278,state,fb-survey
vt,smoothed_cli,4/14/2021,4/19/2021,5,0.4773818,0.2000942,803.0011,state,fb-survey
wa,smoothed_cli,4/14/2021,4/19/2021,5,0.5491426,0.0843014,6255.9535,state,fb-survey
wi,smoothed_cli,4/14/2021,4/19/2021,5,0.6917989,0.104033,5187.9453,state,fb-survey
wv,smoothed_cli,4/14/2021,4/19/2021,5,0.992808,0.2032844,2031.2408,state,fb-survey
wy,smoothed_cli,4/14/2021,4/19/2021,5,1.4165947,0.4614422,562.7418,state,fb-survey
ak,smoothed_cli,4/15/2021,4/20/2021,5,0.7769784,0.2981029,695,state,fb-survey
al,smoothed_cli,4/15/2021,4/20/2021,5,0.6828358,0.1308298,3364.091,state,fb-survey
ar,smoothed_cli,4/15/2021,4/20/2021,5,0.7901587,0.168699,2348.1995,state,fb-survey
az,smoothed_cli,4/15/2021,4/20/2021,5,0.5194592,0.0949922,4740.8366,state,fb-survey
ca,smoothed_cli,4/15/2021,4/20/2021,5,0.4795959,0.0443891,20123.9592,state,fb-survey
co,smoothed_cli,4/15/2021,4/20/2021,5,0.8923002,0.1199164,4655.9041,state,fb-survey
ct,smoothed_cli,4/15/2021,4/20/2021,5,0.4238746,0.1001633,3584,state,fb-survey
dc,smoothed_cli,4/15/2021,4/20/2021,5,0.3856041,0.313028,389,state,fb-survey
de,smoothed_cli,4/15/2021,4/20/2021,5,0.5774519,0.1902518,1091,state,fb-survey
fl,smoothed_cli,4/15/2021,4/20/2021,5,0.6483018,0.0553912,16184.9991,state,fb-survey
ga,smoothed_cli,4/15/2021,4/20/2021,5,0.7314738,0.0963133,5979.9285,state,fb-survey
hi,smoothed_cli,4/15/2021,4/20/2021,5,0.2891693,0.1677934,951,state,fb-survey
ia,smoothed_cli,4/15/2021,4/20/2021,5,0.8149107,0.1349123,3437.3858,state,fb-survey
id,smoothed_cli,4/15/2021,4/20/2021,5,0.5306475,0.1518744,1722.5938,state,fb-survey
il,smoothed_cli,4/15/2021,4/20/2021,5,0.7278991,0.0760387,10186.0014,state,fb-survey
in,smoothed_cli,4/15/2021,4/20/2021,5,1.0846455,0.1302134,5426.0015,state,fb-survey
ks,smoothed_cli,4/15/2021,4/20/2021,5,0.6258627,0.1336306,2608.7685,state,fb-survey
ky,smoothed_cli,4/15/2021,4/20/2021,5,0.4213516,0.0921587,3505.0576,state,fb-survey
la,smoothed_cli,4/15/2021,4/20/2021,5,0.7543641,0.1356877,3234.9982,state,fb-survey
ma,smoothed_cli,4/15/2021,4/20/2021,5,0.4562471,0.0953849,4384.0115,state,fb-survey
md,smoothed_cli,4/15/2021,4/20/2021,5,0.5010349,0.0973468,4072.9981,state,fb-survey
me,smoothed_cli,4/15/2021,4/20/2021,5,0.6376266,0.1776341,1762.2234,state,fb-survey
mi,smoothed_cli,4/15/2021,4/20/2021,5,1.1062928,0.0818473,12962.0597,state,fb-survey
mn,smoothed_cli,4/15/2021,4/20/2021,5,0.8076052,0.1288604,4299.9758,state,fb-survey
mo,smoothed_cli,4/15/2021,4/20/2021,5,0.7522008,0.1186789,4280.067,state,fb-survey
ms,smoothed_cli,4/15/2021,4/20/2021,5,1.0449952,0.2112943,2139.9919,state,fb-survey
mt,smoothed_cli,4/15/2021,4/20/2021,5,0.826341,0.2328519,1196.6672,state,fb-survey
nc,smoothed_cli,4/15/2021,4/20/2021,5,0.5952067,0.0805625,7425.0086,state,fb-survey
nd,smoothed_cli,4/15/2021,4/20/2021,5,1.5202574,0.4255869,656.1803,state,fb-survey
ne,smoothed_cli,4/15/2021,4/20/2021,5,0.9476055,0.2081834,1750.8868,state,fb-survey
nh,smoothed_cli,4/15/2021,4/20/2021,5,0.7968714,0.198415,1604.7766,state,fb-survey
nj,smoothed_cli,4/15/2021,4/20/2021,5,0.8069068,0.1094282,5513.9977,state,fb-survey
nm,smoothed_cli,4/15/2021,4/20/2021,5,0.6406679,0.1442213,2387.063,state,fb-survey
nv,smoothed_cli,4/15/2021,4/20/2021,5,0.4954359,0.1472636,1940.0657,state,fb-survey
ny,smoothed_cli,4/15/2021,4/20/2021,5,0.6130661,0.0654892,12015.9999,state,fb-survey
oh,smoothed_cli,4/15/2021,4/20/2021,5,0.7965802,0.0802324,9789.0002,state,fb-survey
ok,smoothed_cli,4/15/2021,4/20/2021,5,0.7448673,0.1389238,3369.2258,state,fb-survey
or,smoothed_cli,4/15/2021,4/20/2021,5,0.5637326,0.1128784,3655.4736,state,fb-survey
pa,smoothed_cli,4/15/2021,4/20/2021,5,0.9431555,0.0844974,10467.0057,state,fb-survey
ri,smoothed_cli,4/15/2021,4/20/2021,5,0.4130796,0.2039889,927.9885,state,fb-survey
sc,smoothed_cli,4/15/2021,4/20/2021,5,0.6840415,0.1099805,4672.0034,state,fb-survey
sd,smoothed_cli,4/15/2021,4/20/2021,5,1.1676669,0.3281819,892.6114,state,fb-survey
tn,smoothed_cli,4/15/2021,4/20/2021,5,1.064162,0.1308987,5085.9429,state,fb-survey
tx,smoothed_cli,4/15/2021,4/20/2021,5,0.750051,0.0608101,15998.8925,state,fb-survey
ut,smoothed_cli,4/15/2021,4/20/2021,5,0.5395178,0.1259387,2283.3009,state,fb-survey
va,smoothed_cli,4/15/2021,4/20/2021,5,0.5202281,0.0811568,6770.9079,state,fb-survey
vt,smoothed_cli,4/15/2021,4/20/2021,5,0.4785736,0.200591,801.0013,state,fb-survey
wa,smoothed_cli,4/15/2021,4/20/2021,5,0.5985957,0.0878463,6170.9541,state,fb-survey
wi,smoothed_cli,4/15/2021,4/20/2021,5,0.6907487,0.1037855,5195.9367,state,fb-survey
wv,smoothed_cli,4/15/2021,4/20/2021,5,1.2130736,0.2261761,2017.2905,state,fb-survey
wy,smoothed_cli,4/15/2021,4/20/2021,5,1.3182129,0.4589292,572.982,state,fb-survey
ak,smoothed_cli,4/16/2021,4/21/2021,5,0.8357629,0.3206889,686,state,fb-survey
al,smoothed_cli,4/16/2021,4/21/2021,5,0.6071376,0.1257872,3306.0903,state,fb-survey
ar,smoothed_cli,4/16/2021,4/21/2021,5,0.8813372,0.1757697,2313.2156,state,fb-survey
az,smoothed_cli,4/16/2021,4/21/2021,5,0.4825668,0.092478,4714.5444,state,fb-survey
ca,smoothed_cli,4/16/2021,4/21/2021,5,0.5207422,0.0464938,19965.4351,state,fb-survey
co,smoothed_cli,4/16/2021,4/21/2021,5,0.8093683,0.1158216,4642.8761,state,fb-survey
ct,smoothed_cli,4/16/2021,4/21/2021,5,0.3523997,0.0884582,3580,state,fb-survey
dc,smoothed_cli,4/16/2021,4/21/2021,5,0.3865979,0.3138301,388,state,fb-survey
de,smoothed_cli,4/16/2021,4/21/2021,5,0.8185496,0.2433851,1071,state,fb-survey
fl,smoothed_cli,4/16/2021,4/21/2021,5,0.6589615,0.055796,16183.9989,state,fb-survey
ga,smoothed_cli,4/16/2021,4/21/2021,5,0.7043096,0.0932888,5902.9218,state,fb-survey
hi,smoothed_cli,4/16/2021,4/21/2021,5,0.2891693,0.1677934,951,state,fb-survey
ia,smoothed_cli,4/16/2021,4/21/2021,5,0.7919987,0.1333169,3444.3855,state,fb-survey
id,smoothed_cli,4/16/2021,4/21/2021,5,0.7212237,0.1822818,1725.5944,state,fb-survey
il,smoothed_cli,4/16/2021,4/21/2021,5,0.74094,0.0765791,10094.0009,state,fb-survey
in,smoothed_cli,4/16/2021,4/21/2021,5,1.0917411,0.1310602,5406.002,state,fb-survey
ks,smoothed_cli,4/16/2021,4/21/2021,5,0.6432891,0.1336922,2615.8262,state,fb-survey
ky,smoothed_cli,4/16/2021,4/21/2021,5,0.5322933,0.1037356,3521.4373,state,fb-survey
la,smoothed_cli,4/16/2021,4/21/2021,5,0.7023961,0.1316669,3223.9983,state,fb-survey
ma,smoothed_cli,4/16/2021,4/21/2021,5,0.4436853,0.0942296,4418.0115,state,fb-survey
md,smoothed_cli,4/16/2021,4/21/2021,5,0.4411868,0.091045,4121.9984,state,fb-survey
me,smoothed_cli,4/16/2021,4/21/2021,5,0.6649938,0.1832683,1813.2234,state,fb-survey
mi,smoothed_cli,4/16/2021,4/21/2021,5,1.051318,0.079972,12952.0592,state,fb-survey
